task_id,wo_id,task_seq,discipline,description,task_status,planned_hours,actual_hours,origin_system
WOT-0001281,WO-000496,2,Electrical,Economic center pattern list rich note discussion should,In Progress,15.71,,GCP-BigQuery
WOT-0001282,WO-000496,3,Structural,In scientist strong already ready,In Progress,32.47,,GCP-BigQuery
WOT-0001283,WO-000497,1,Mechanical,Image accept real sense some nation fine present,Completed,12.75,11.29,GCP-BigQuery
WOT-0001284,WO-000497,2,I&C,Leave lot never science run TV,Completed,32.16,29.72,GCP-BigQuery
WOT-0001285,WO-000497,3,I&C,Recognize heart series class security coach,Completed,32.81,23.47,GCP-BigQuery
WOT-0001286,WO-000497,4,I&C,Thank box those manager phone modern,Completed,8.62,9.83,GCP-BigQuery
WOT-0001287,WO-000498,1,Piping,See natural human father,Completed,31.4,,GCP-BigQuery
WOT-0001288,WO-000498,2,Piping,Yet result they even follow threat,Open,37.79,,GCP-BigQuery
WOT-0001289,WO-000498,3,Mechanical,Practice center model daughter pass research mind,Completed,32.37,,GCP-BigQuery
WOT-0001290,WO-000498,4,I&C,Line decision form section you,Completed,9.87,,GCP-BigQuery
WOT-0001291,WO-000499,1,I&C,Clearly resource listen fish,Completed,35.73,42.31,GCP-BigQuery
WOT-0001292,WO-000499,2,Mechanical,Change attack with find,Completed,22.02,31.52,GCP-BigQuery
WOT-0001293,WO-000499,3,Mechanical,Current behind learn behind person,Completed,23.15,16.32,GCP-BigQuery
WOT-0001294,WO-000499,4,Structural,Choose go next difficult pick until ever star,Completed,2.69,2.24,GCP-BigQuery
WOT-0001295,WO-000500,1,I&C,Once figure person idea effort must,Completed,24.75,,GCP-BigQuery
WOT-0001296,WO-000500,2,Electrical,Back check room evidence enjoy,In Progress,12.62,,GCP-BigQuery
WOT-0001297,WO-000500,3,Electrical,Camera mission population him,Completed,11.13,,GCP-BigQuery
WOT-0001298,WO-000500,4,Electrical,Sign option everyone southern the protect list,Open,34.69,,GCP-BigQuery
WOT-0001299,WO-000501,1,I&C,Able discussion describe upon,Completed,21.02,30.86,GCP-BigQuery
WOT-0001300,WO-000501,2,Mechanical,Chair close themselves follow time appear memory keep,Completed,16.97,24.49,GCP-BigQuery
WOT-0001301,WO-000502,1,Structural,Force matter bring nice help history listen,Completed,8.19,6.42,GCP-BigQuery
WOT-0001302,WO-000502,2,I&C,Stuff first back painting degree,Completed,25.46,25.28,GCP-BigQuery
WOT-0001303,WO-000502,3,I&C,Watch street represent style,Completed,38.77,31.36,GCP-BigQuery
WOT-0001304,WO-000503,1,Mechanical,Kid reason economy build tonight present concern,Completed,33.69,,GCP-BigQuery
WOT-0001305,WO-000503,2,Structural,Talk side generation interest pay then,Completed,28.4,,GCP-BigQuery
WOT-0001306,WO-000504,1,Electrical,Him condition section action kind,Completed,26.4,19.28,GCP-BigQuery
WOT-0001307,WO-000504,2,Structural,Crime only foreign treat trouble me actually,Completed,9.48,12.24,GCP-BigQuery
WOT-0001308,WO-000504,3,Structural,Almost ever long analysis receive,Completed,10.77,8.5,GCP-BigQuery
WOT-0001309,WO-000505,1,Structural,Ever arm occur air responsibility,Open,6.26,,GCP-BigQuery
WOT-0001310,WO-000506,1,I&C,Young place make list themselves seek space,Open,8.94,,GCP-BigQuery
WOT-0001311,WO-000506,2,Structural,Hard party require,Completed,13.94,,GCP-BigQuery
WOT-0001312,WO-000507,1,Electrical,That capital information suffer,Completed,21.16,,GCP-BigQuery
WOT-0001313,WO-000507,2,Piping,Kitchen report fire teach,Completed,22.94,,GCP-BigQuery
WOT-0001314,WO-000507,3,Piping,Work create pass admit student,In Progress,27.14,,GCP-BigQuery
WOT-0001315,WO-000507,4,Piping,Today college worry reveal hand add,Open,26.69,,GCP-BigQuery
WOT-0001316,WO-000508,1,Electrical,Indicate property article cover seven challenge,Completed,28.99,23.67,GCP-BigQuery
WOT-0001317,WO-000508,2,Piping,Base kitchen every cup measure,Completed,27.75,35.79,GCP-BigQuery
WOT-0001318,WO-000508,3,Structural,Play success wait find,Completed,13.4,12.65,GCP-BigQuery
WOT-0001319,WO-000508,4,Structural,Go game nothing recent not leg break,Completed,11.27,15.7,GCP-BigQuery
WOT-0001320,WO-000509,1,Electrical,Consumer beat fish phone,In Progress,17.79,,GCP-BigQuery
WOT-0001321,WO-000510,1,Structural,Short small design,Completed,36.13,45.35,GCP-BigQuery
WOT-0001322,WO-000510,2,I&C,Least theory wall film race wall,Completed,32.17,38.68,GCP-BigQuery
WOT-0001323,WO-000511,1,Structural,Section scene financial here expert,Completed,32.5,33.15,GCP-BigQuery
WOT-0001324,WO-000511,2,Electrical,Cell firm difficult could third,Completed,38.13,27.38,GCP-BigQuery
WOT-0001325,WO-000511,3,I&C,Without else keep begin,Completed,11.88,14.23,GCP-BigQuery
WOT-0001326,WO-000512,1,Mechanical,Official give politics last piece story,Open,24.19,,GCP-BigQuery
WOT-0001327,WO-000513,1,Electrical,Wear one choose,Open,22.31,,GCP-BigQuery
WOT-0001328,WO-000513,2,I&C,Decision reduce get specific someone debate record,In Progress,34.24,,GCP-BigQuery
WOT-0001329,WO-000514,1,Mechanical,Necessary sea especially message decision design end,Completed,18.64,20.3,GCP-BigQuery
WOT-0001330,WO-000514,2,Mechanical,Military piece little level,Completed,26.22,19.27,GCP-BigQuery
WOT-0001331,WO-000515,1,Electrical,Head help open almost red picture,Completed,35.12,26.75,GCP-BigQuery
WOT-0001332,WO-000515,2,I&C,City little from,Completed,31.37,38.52,GCP-BigQuery
WOT-0001333,WO-000515,3,Piping,Cost group clear national,Completed,26.68,27.44,GCP-BigQuery
WOT-0001334,WO-000516,1,Piping,Keep pattern order,Open,22.38,,GCP-BigQuery
WOT-0001335,WO-000516,2,Electrical,Room list during rich over lot,Completed,13.36,,GCP-BigQuery
WOT-0001336,WO-000517,1,Piping,Feel wife theory shake too medical,Completed,17.92,,GCP-BigQuery
WOT-0001337,WO-000517,2,Electrical,International especially officer or clearly coach,In Progress,30.32,,GCP-BigQuery
WOT-0001338,WO-000518,1,Electrical,Though whole wall cup win,Completed,8.17,10.49,GCP-BigQuery
WOT-0001339,WO-000518,2,Mechanical,Candidate four whether wife,Completed,26.43,19.97,GCP-BigQuery
WOT-0001340,WO-000519,1,Mechanical,Society center get how leave,Completed,26.09,,GCP-BigQuery
WOT-0001341,WO-000519,2,I&C,Customer common film continue,Completed,28.07,,GCP-BigQuery
WOT-0001342,WO-000519,3,Mechanical,Job right child new simply,Open,29.61,,GCP-BigQuery
WOT-0001343,WO-000520,1,Mechanical,Local general likely,Completed,24.84,30.89,GCP-BigQuery
WOT-0001344,WO-000520,2,Mechanical,Recognize tree protect story relationship several,Completed,15.04,11.12,GCP-BigQuery
WOT-0001345,WO-000520,3,Piping,Hold five very hundred,Completed,13.49,13.88,GCP-BigQuery
WOT-0001346,WO-000520,4,Structural,Today star room interesting hour author,Completed,34.86,38.58,GCP-BigQuery
WOT-0001347,WO-000521,1,I&C,Prove wife agree those concern dog gun,Completed,2.2,2.66,GCP-BigQuery
WOT-0001348,WO-000521,2,Mechanical,Statement particular seem trip population catch could,Completed,6.1,5.54,GCP-BigQuery
WOT-0001349,WO-000522,1,Mechanical,Few behavior himself conference character,In Progress,16.91,,GCP-BigQuery
WOT-0001350,WO-000522,2,Mechanical,Hit start alone when instead,Open,2.55,,GCP-BigQuery
WOT-0001351,WO-000523,1,Structural,Huge military blood south,Open,4.18,,GCP-BigQuery
WOT-0001352,WO-000523,2,Electrical,Rather big television sound activity five,Completed,14.21,,GCP-BigQuery
WOT-0001353,WO-000523,3,Electrical,Medical rather activity president prove institution approach,Open,28.02,,GCP-BigQuery
WOT-0001354,WO-000524,1,Mechanical,Else plant page sort late health,Completed,19.49,18.67,GCP-BigQuery
WOT-0001355,WO-000525,1,Structural,Republican such will born condition interest service,Completed,38.05,30.28,GCP-BigQuery
WOT-0001356,WO-000525,2,Structural,Character front various opportunity,Completed,15.07,13.05,GCP-BigQuery
WOT-0001357,WO-000525,3,Piping,Method pass the itself let,Completed,9.1,10.47,GCP-BigQuery
WOT-0001358,WO-000526,1,Electrical,Business majority happen,Completed,18.17,16.77,GCP-BigQuery
WOT-0001359,WO-000526,2,Electrical,Rather education front fast standard myself condition ground,Completed,39.7,57.13,GCP-BigQuery
WOT-0001360,WO-000527,1,Mechanical,Land fear along,In Progress,26.95,,GCP-BigQuery
WOT-0001361,WO-000527,2,I&C,Ground already school eat,Open,28.17,,GCP-BigQuery
WOT-0001362,WO-000527,3,I&C,Movement call certain management,Open,35.79,,GCP-BigQuery
WOT-0001363,WO-000527,4,Mechanical,Generation leader pay try tough,In Progress,15.28,,GCP-BigQuery
WOT-0001364,WO-000528,1,Electrical,Notice American force although participant rich speech,Completed,8.93,11.45,GCP-BigQuery
WOT-0001365,WO-000528,2,Mechanical,High woman bad until,Completed,31.54,39.04,GCP-BigQuery
WOT-0001366,WO-000528,3,Piping,Institution against wear either present,Completed,31.5,25.47,GCP-BigQuery
WOT-0001367,WO-000528,4,Piping,Student item bring court,Completed,25.11,33.19,GCP-BigQuery
WOT-0001368,WO-000529,1,Structural,Yet past much soldier reason,Completed,11.36,9.11,GCP-BigQuery
WOT-0001369,WO-000529,2,Piping,Hear list set,Completed,31.68,22.99,GCP-BigQuery
WOT-0001370,WO-000530,1,Piping,Ever read control maybe animal human,In Progress,33.36,,GCP-BigQuery
WOT-0001371,WO-000530,2,Mechanical,Question evening imagine affect,Open,14.41,,GCP-BigQuery
WOT-0001372,WO-000531,1,Mechanical,Price ever leg so play best,Completed,32.12,35.07,GCP-BigQuery
WOT-0001373,WO-000531,2,I&C,Adult foot as explain Republican,Completed,7.69,6.4,GCP-BigQuery
WOT-0001374,WO-000531,3,Electrical,Onto play forget home upon actually future,Completed,6.29,5.79,GCP-BigQuery
WOT-0001375,WO-000532,1,I&C,State charge take material mother color,Completed,9.98,,GCP-BigQuery
WOT-0001376,WO-000533,1,Mechanical,Eight allow system whose place no,Completed,20.16,16.19,GCP-BigQuery
WOT-0001377,WO-000533,2,I&C,Bar security morning fight seem later,Completed,3.48,2.53,GCP-BigQuery
WOT-0001378,WO-000534,1,Electrical,Ahead person coach goal it yet age,In Progress,29.31,,GCP-BigQuery
WOT-0001379,WO-000535,1,Mechanical,News make doctor TV capital,Completed,31.91,22.43,GCP-BigQuery
WOT-0001380,WO-000536,1,Electrical,We but how deep book eye ten short,Completed,3.02,2.25,GCP-BigQuery
WOT-0001381,WO-000536,2,Mechanical,Nearly goal design too everything side,Completed,22.19,16.24,GCP-BigQuery
WOT-0001382,WO-000536,3,Electrical,Black those whether seven fish movie hot teacher,Completed,32.5,41.68,GCP-BigQuery
WOT-0001383,WO-000537,1,Piping,Series experience under church them hundred about,Completed,30.53,43.97,GCP-BigQuery
WOT-0001384,WO-000537,2,I&C,Several prevent raise better oil individual,Completed,39.63,39.13,GCP-BigQuery
WOT-0001385,WO-000538,1,Mechanical,Improve player peace catch people your,Open,15.8,,GCP-BigQuery
WOT-0001386,WO-000539,1,I&C,Number impact age particular coach personal range weight,In Progress,22.18,,GCP-BigQuery
WOT-0001387,WO-000540,1,I&C,Sea third pressure,Completed,31.0,28.5,GCP-BigQuery
WOT-0001388,WO-000540,2,Piping,Memory cover tree leader rich dream line,Completed,22.42,29.78,GCP-BigQuery
WOT-0001389,WO-000540,3,Electrical,Follow fall thus debate leave,Completed,26.3,18.59,GCP-BigQuery
WOT-0001390,WO-000541,1,Piping,Raise kitchen drop computer left,Completed,8.47,10.83,GCP-BigQuery
WOT-0001391,WO-000541,2,Piping,Sound study the training,Completed,23.56,29.57,GCP-BigQuery
WOT-0001392,WO-000541,3,I&C,Left while according allow quality,Completed,34.55,45.71,GCP-BigQuery
WOT-0001393,WO-000542,1,I&C,Yet television audience indicate employee respond building,In Progress,29.46,,GCP-BigQuery
WOT-0001394,WO-000542,2,I&C,Positive move agency lose rise fall huge state,Open,31.98,,GCP-BigQuery
WOT-0001395,WO-000542,3,Structural,Guy respond memory,Completed,7.22,,GCP-BigQuery
WOT-0001396,WO-000542,4,Electrical,Investment buy certainly energy stay send,In Progress,12.26,,GCP-BigQuery
WOT-0001397,WO-000543,1,Electrical,Reveal hand prevent center,Completed,16.92,19.9,GCP-BigQuery
WOT-0001398,WO-000544,1,Structural,Somebody decide best politics available,Completed,5.86,7.22,GCP-BigQuery
WOT-0001399,WO-000545,1,Piping,Sell serious garden ready former late election,In Progress,17.14,,GCP-BigQuery
WOT-0001400,WO-000545,2,Structural,Organization seven challenge eye determine,Completed,32.32,,GCP-BigQuery
WOT-0001401,WO-000546,1,I&C,Nor research fill respond nothing fight,Completed,5.0,3.92,GCP-BigQuery
WOT-0001402,WO-000547,1,Structural,Pull child source campaign parent teacher,Completed,27.81,36.21,GCP-BigQuery
WOT-0001403,WO-000547,2,Mechanical,Pm agreement deep field once,Completed,27.68,29.3,GCP-BigQuery
WOT-0001404,WO-000548,1,Electrical,Hair meet thank might local,Completed,32.33,28.77,GCP-BigQuery
WOT-0001405,WO-000549,1,I&C,Win popular onto may,Completed,24.65,36.15,GCP-BigQuery
WOT-0001406,WO-000549,2,Mechanical,Hear tend magazine college moment compare today,Completed,11.58,14.84,GCP-BigQuery
WOT-0001407,WO-000549,3,Electrical,Protect ask different,Completed,10.78,13.23,GCP-BigQuery
WOT-0001408,WO-000549,4,Piping,Difference everything sing smile practice,Completed,14.48,19.62,GCP-BigQuery
WOT-0001409,WO-000550,1,Structural,Material notice police activity second standard,Completed,34.49,33.27,GCP-BigQuery
WOT-0001410,WO-000550,2,I&C,Together scientist hair allow phone weight medical,Completed,30.28,35.56,GCP-BigQuery
WOT-0001411,WO-000550,3,I&C,Network movement scientist their wife,Completed,20.14,23.77,GCP-BigQuery
WOT-0001412,WO-000550,4,Electrical,Land mission each something,Completed,7.15,6.03,GCP-BigQuery
WOT-0001413,WO-000551,1,Piping,Ready practice each ready,Open,12.64,,GCP-BigQuery
WOT-0001414,WO-000551,2,Electrical,Concern without entire everyone sea safe true,Completed,10.07,,GCP-BigQuery
WOT-0001415,WO-000552,1,I&C,Mission article dinner one,Open,2.9,,GCP-BigQuery
WOT-0001416,WO-000553,1,Structural,Local better think anything so authority long kind,Completed,36.56,49.66,GCP-BigQuery
WOT-0001417,WO-000553,2,Structural,Culture my Democrat maintain notice ok technology,Completed,39.7,46.42,GCP-BigQuery
WOT-0001418,WO-000553,3,I&C,Result kind politics open,Completed,38.58,36.67,GCP-BigQuery
WOT-0001419,WO-000553,4,Structural,Sense yeah edge imagine establish piece forget low,Completed,34.81,46.44,GCP-BigQuery
WOT-0001420,WO-000554,1,Piping,Week federal test eat every,Open,36.06,,GCP-BigQuery
WOT-0001421,WO-000555,1,Piping,Me personal born series consider according throw,Completed,17.2,22.19,GCP-BigQuery
WOT-0001422,WO-000555,2,Piping,Like clear assume it fight understand kitchen,Completed,35.43,49.63,GCP-BigQuery
WOT-0001423,WO-000556,1,Piping,State cover board discussion film figure short,In Progress,38.36,,GCP-BigQuery
WOT-0001424,WO-000557,1,Mechanical,Bill feel participant number choice choose short,Completed,38.11,43.62,GCP-BigQuery
WOT-0001425,WO-000558,1,I&C,System particular church what,In Progress,5.43,,GCP-BigQuery
WOT-0001426,WO-000559,1,Electrical,President small sister especially usually line task,Completed,5.1,6.22,GCP-BigQuery
WOT-0001427,WO-000559,2,Structural,He fill risk stop firm,Completed,29.79,37.4,GCP-BigQuery
WOT-0001428,WO-000559,3,Mechanical,Interesting hour individual several identify,Completed,8.8,7.13,GCP-BigQuery
WOT-0001429,WO-000559,4,Structural,Government south window short affect region,Completed,7.6,10.05,GCP-BigQuery
WOT-0001430,WO-000560,1,Piping,Product eight strategy age into,Completed,24.68,28.96,GCP-BigQuery
WOT-0001431,WO-000560,2,Structural,For nice current Democrat me task,Completed,32.3,47.84,GCP-BigQuery
WOT-0001432,WO-000560,3,Mechanical,Avoid civil reveal walk,Completed,16.86,13.63,GCP-BigQuery
WOT-0001433,WO-000561,1,Electrical,Like wife animal process reach training main exactly,Completed,24.7,20.93,GCP-BigQuery
WOT-0001434,WO-000562,1,Mechanical,Only arrive argue garden Mrs just exist line,Completed,35.52,32.06,GCP-BigQuery
WOT-0001435,WO-000562,2,Structural,Foot simple including charge,Completed,9.86,8.59,GCP-BigQuery
WOT-0001436,WO-000562,3,Structural,Operation off no just,Completed,16.72,19.68,GCP-BigQuery
WOT-0001437,WO-000563,1,I&C,Of several end most fact against,Completed,4.57,3.53,GCP-BigQuery
WOT-0001438,WO-000563,2,I&C,That recognize school whatever,Completed,17.44,17.83,GCP-BigQuery
WOT-0001439,WO-000563,3,Piping,Toward knowledge this contain life leave,Completed,26.64,37.29,GCP-BigQuery
WOT-0001440,WO-000563,4,I&C,Current will else page usually cell,Completed,2.62,3.45,GCP-BigQuery
WOT-0001441,WO-000564,1,Mechanical,Interview south something story art writer,Completed,13.56,,GCP-BigQuery
WOT-0001442,WO-000564,2,Structural,Administration join allow mean sometimes so,In Progress,28.24,,GCP-BigQuery
WOT-0001443,WO-000565,1,Mechanical,Executive free attack away begin next both,Completed,20.65,,GCP-BigQuery
WOT-0001444,WO-000566,1,Structural,Sometimes suffer because two,Completed,26.1,18.79,GCP-BigQuery
WOT-0001445,WO-000566,2,Piping,Practice course authority range stand letter threat yes,Completed,20.99,15.49,GCP-BigQuery
WOT-0001446,WO-000567,1,Structural,Practice authority possible fund,Completed,24.74,,GCP-BigQuery
WOT-0001447,WO-000568,1,Mechanical,Sit science way threat husband family perhaps,Open,31.78,,GCP-BigQuery
WOT-0001448,WO-000568,2,Piping,Affect different interview else development purpose,Open,30.58,,GCP-BigQuery
WOT-0001449,WO-000568,3,Electrical,Mother president customer start understand throw,In Progress,16.96,,GCP-BigQuery
WOT-0001450,WO-000569,1,I&C,Check significant deal consider ago own suddenly,Open,11.08,,GCP-BigQuery
WOT-0001451,WO-000570,1,Electrical,Music west force firm,Open,8.65,,GCP-BigQuery
WOT-0001452,WO-000570,2,Mechanical,Probably cut clear yard do,Open,36.26,,GCP-BigQuery
WOT-0001453,WO-000570,3,Piping,Sign agree there want but,In Progress,15.09,,GCP-BigQuery
WOT-0001454,WO-000570,4,Structural,Agent test take decade any just,Completed,11.08,,GCP-BigQuery
WOT-0001455,WO-000571,1,Structural,Day herself sport behavior compare,In Progress,32.91,,GCP-BigQuery
WOT-0001456,WO-000571,2,Structural,Right business series build major painting see first,In Progress,10.92,,GCP-BigQuery
WOT-0001457,WO-000572,1,I&C,Decision before medical long meet,Completed,25.58,26.21,GCP-BigQuery
WOT-0001458,WO-000572,2,Structural,Administration herself information which beyond growth finally,Completed,18.39,20.75,GCP-BigQuery
WOT-0001459,WO-000573,1,Mechanical,Its summer feel yourself,Completed,10.34,,GCP-BigQuery
WOT-0001460,WO-000573,2,I&C,Practice special then administration,In Progress,30.4,,GCP-BigQuery
WOT-0001461,WO-000574,1,Piping,Role today animal suggest concern,Open,2.27,,GCP-BigQuery
WOT-0001462,WO-000574,2,Electrical,Campaign choose reason,In Progress,18.73,,GCP-BigQuery
